,User,Date Created,Tweet
5629,AWAIZ24,2022-12-17 20:35:32+00:00,@hi__hassan Iss bnday nay kahan kahan tang phassai hui hai! Mujhy tau apni field main job pr anxiety hoti hai🥲
5630,csrafn,2022-12-17 20:34:02+00:00,"PERNAH LAGI 😭 Tau itu bohong, tapi orang yang ngedeketin too obsessed bgt jatuhnya malah kek penguntit. Bikin anxiety parah"
5631,_issamarissa,2022-12-17 19:40:24+00:00,"Asal kerja hari ahad je, neves! Terus dtg anxiety aku"
5632,dandyyudo10,2022-12-17 19:35:22+00:00,"Menahan emosi,anxiety dan overthinking , memang jajan solusinya"
5633,neelalayssshoon,2022-12-17 19:12:57+00:00,@she_shivanii koi ka kya karungi mere liye meri anxiety kaafi hai
5634,notIANbutiam,2022-12-17 18:52:48+00:00,"occ almost 90% +  unstable mood . . . langsung anxiety disorder wkwkwk 😭 pen moleh ae, lagi males ngapa-ngapain sumpah."
5635,okyoonji,2022-12-17 18:10:23+00:00,"Hey~ anxiety, depresi mental illness itu ga bisa didiagnosis oleh diri kita sendiri krn dibutuhkan uji oleh dokter ahli bru mrka yg akn diagnosis kita seperti apa. Jujurly kalo dibandingkan sama kehidupan gua 5 taun lalu, hidupnya dia ngga ada apa²nya"
5636,okyoonji,2022-12-17 18:10:22+00:00,"So far namanya ibu baru ya mana ada happy² kecuali pya lakik mcm atta halilintar gt. Nah ini dia jauh dr ortu, tiap bulan ortunhya masih sokong biaya, trus ada suami, ada mertua yg bs dipanggil kapan aja, masih aja kurang sampe ngestated dirinya anxiety, depresi&amp; kayak mo mati"
5637,ori_hun_yrrrrrr,2022-12-17 18:00:55+00:00,Mujai bus roz anxiety attacks ata ha ..panic tu ma humsha rehta ho😂😂
5638,samyangurl,2022-12-17 17:59:06+00:00,"@eaJPark yasshhhh, sama bang gue juga lagi stress banget anxiety mah udah parah banget bray https://t.co/dItmnVdipb"
5639,pathetictrashhs,2022-12-17 17:46:34+00:00,"Cape banget brengsek ini uas paper bikin anxiety gue makin parah, sesek bgt tiap mau ngerjain"
5640,miuwwzlee,2022-12-17 17:41:08+00:00,"@collegemenfess ya soalnya gw ada gerd, anxiety, depresi, darah rendah, suka begadang gtauu juga knp masih idup sampe sekarang"
5641,happymelonss,2022-12-17 17:35:12+00:00,"Tiap ke rumah bawaannya pengen marah sm kesel tuh knp yh, pdhl di rumah lg ga ada apa2, adem ayem aja… malah kek anxiety sm nangis sendiri gt anjrit, plus kek sesek gjls anjg. Bingung gw jg"
5642,KakaKeyo,2022-12-17 17:34:10+00:00,"Sehancur apapun kamu di mata org yg tepat kamu selalu bagus. 
Be grateful. 

Tapi ga gampang buat org yg punya anxiety. 
Stay strong. You're loved, you're worthy. 
.
."
5643,Okupdul,2022-12-17 17:17:53+00:00,"mcm anxiety tadi, bergegas balik rumah. Yeah it’s me, thats why sy jenis x lepak smpai jam begini. I just can’t."
5644,icaarrus,2022-12-17 17:05:03+00:00,"""kak aku ud separation anxiety sm chill3x 🥲"" - Samadong kyk dewa separation issue bagaskara #tellonym  https://t.co/AtWiedHGCw"
5645,adrenawine,2022-12-17 16:58:09+00:00,@ayymacadamias EH TAKDELAH faham je! sbb tak pernah ada official class yang dia betul2 briefing. then suddenly dia text us macam tu.. so it's quite anxiety inducing 🥹
5646,VishalR13835183,2022-12-17 16:54:34+00:00,@BiggBossTak @BiggBoss @BiggBoss_16_  archna Kutti hai bahar nikalo yar usey mereko entertainment healthy way me nahi arha hai Mereko anxiety hoti hai uskodekh kar @BeingSalmanKhan  @shalinbhan @ColorsTV @timesofindia
5647,snflwr_01,2022-12-17 16:48:59+00:00,@eaJPark Mana anxiety mau gw pukul!! Go away!! https://t.co/ijUaEoiEIt
5648,lezgetitbribri,2022-12-17 16:45:21+00:00,"Jae yg se extra itu kdg gua msh ga percaya dia pnya bbrp mental illness, even dia pny agoraphobia, dan dgn santuy ngetuit anxiety ny kambuh? He survived well"
5649,wid_aww,2022-12-17 16:36:39+00:00,@rinaiiiiii aku kok malah dadi entuk efek mules.e karo +anxiety luih berat 😂
5650,cloudyyyy___,2022-12-17 16:33:06+00:00,Status ws mmg tak dicipta utk ku😭😂bleh anxiety babe 😂
5651,S_anxiety_E,2022-12-17 16:32:54+00:00,Awili ach hadchi
5652,ucokiting13,2022-12-17 16:24:28+00:00,@kecapasinabc @JetVeetlev Anti anxiety tidak cocok dengan saya yang memegang teguh worklife balance
5653,zarrlll,2022-12-17 16:24:23+00:00,@Askrlfess Sama aku juga anxiety disorder sama bpd tp suka minum kopi tapi sekarang aku ganti pake nutrisari
5654,nabilahudda_,2022-12-17 16:23:31+00:00,"Pastikan you buat bahagian you je, jangan percaya kita ni one team. Aaaabuttt semua tu. Aku kerja dekat watsen saujana aku dapat anxiety teruk sampai mc, pergelangan tangan bengkak. Manager aku? Buat bodoh tak suruh rehat pun. So kerja mana2, pentingkan mental issues sendiri dulu"
5655,eajerigen,2022-12-17 16:16:32+00:00,"TW // Anxiety

pernah gak sih lo ngerasa kepala lo berisik? semua muter di kepala lo, questionable things bahkan jadi trigger. Tarikan nafas tuh jadi berat banget and you inable to do anything but suffered. Forced to be numb but crushed even more, it does hurts, none can stop it."
5656,Galihgumy_,2022-12-17 16:15:44+00:00,"Ko sama sih, apa gw penderita anxiety disorder jg ?"
5657,qrtsemi,2022-12-17 16:08:08+00:00,"bayangin u punya anxiety, terus bukannya kesel malah serangan panik sampe pingsan :”D 

^ini saya ngomongin diri sendiri."
5658,Anxiety_Hime,2022-12-17 16:07:32+00:00,@darthmommyky Bruh
5659,fairuzxshaa,2022-12-17 16:06:48+00:00,"Bila dalam kepala ni ada fikiran macam macam mula lah datang anxiety dia tu. Tak tentu arah je perasaan and berdebar dia. Apasal tah, haih semoga baik baik ajew"
5660,whymheretho,2022-12-17 16:04:23+00:00,Meri anxiety mereko ooper pohancha k dam legi https://t.co/DUilFHryBl
5661,mogjaar,2022-12-17 16:04:12+00:00,"jab anxiety hoti hai, tab potty aana normal hai?"
5662,atssushii,2022-12-17 16:02:48+00:00,"@junhyori lo kadang anxiety, emotional atau quite"
5663,papoisodd,2022-12-17 15:57:51+00:00,"@jodanspace eu1 nih masih denial tpi punya separation anxiety  dan ovt ma tejo wkwk. tejo juga ngga pekaan ihh, canda mulu ayangnya mau dikasih kepastian tuh"
5664,pwrflwitch,2022-12-17 15:57:16+00:00,"@squirtfarting Sebenrnya itu pelarian semata yg nikmat si, i do stiap ad masalah pasti bgitu tp yah emg ga ngasih efek jangka panjang, cm lupa sesaat lalu tidur begitu bangun menyambut ya semua anxiety dan depression itu balik lg"
5665,hyyh_tear,2022-12-17 15:53:14+00:00,Wkwkwk si Tejo ni harus belajar lagi untuk memahami 3ui. Karena si 3ui udah anxiety parah. Walau gue tau si Tejo sebenarnya peduli sih tapi kek bang lu bagusin deh komunikasi lu
5666,iamilyyyyy,2022-12-17 15:51:05+00:00,"@Nurucharuuu_ I's bot about you, aku emg lg ada masalah sama diriku sendiri i can't control my depresion my anxiety my mental"
5667,aliffahme,2022-12-17 15:49:01+00:00,"Banyak dah movie2 yg aku teringin nak tengok,tapi tak tengok,cthnya baru2 ni teringin tengok movie Puss In Da boots yg terbaru. Tapi tak tengok. Cth Dr Strange pun tengok awal2 je,lepas tu gugup,resah dll. Anxiety kot..ntahlah.."
5668,janscreature,2022-12-17 15:46:05+00:00,@gloosieboom @yliarsty @SHIROISHl @convomfs Ada separation anxiety disorder kak
5669,ffiafitri_,2022-12-17 15:45:13+00:00,"Bruno aku ga mau bunga, aku cuma mau power hidup tenang mengeluarkan innerchild, anxiety disorder ku. Bisa menyelesaikan apa yg aku mulai tnp penyesalan apapun"
5670,hallwayweather1,2022-12-17 15:39:53+00:00,@Askrlfess gw jg anxiety disorder tp kopi tetap gas 😭😭😭😭
5671,BukanAyaLagi,2022-12-17 15:37:42+00:00,Sumpah gaenak banget anxiety kambuh ditempat umum
5672,alphaxrookie,2022-12-17 15:34:54+00:00,"@Askrlfess kemungkinan cuma anxiety alias ada hal yg bikin deg2an (kerjaan/ujian/masalah dsb), pernah gitu jg soalnya sampai keringet dingin. yg penting tenang &amp; banyakin istirahat

kemungkinan ke2 ada minuman/makanan yg dikonsumsi kaya kafein yg kebanyakan, banyakin minum air putih"
5673,nagiseishireo,2022-12-17 15:32:52+00:00,"Mau foto sama cosplayer tuh awalnya dagdigdugser, tremor, takut ditolak, takut dimarahin, anxiety sendiri. Tapi kalau dicoba, dipaksa, jadi bisa dan seneng banget rasanya! 😆"
5674,limbahorganik,2022-12-17 15:18:01+00:00,"Hahaha, emang orang yg punya anxiety disorder itu ga deserve buat jadi temen, partner, apalagi pacar ya?"
5675,joeffbrian,2022-12-17 15:15:55+00:00,"@pwangeranh Soalnya tadi temen gue protes gue berisik 

Kalo kena kafein gue emang gitu ada aja yang tak terduga, terus abis itu anxiety 🥲"
5676,baramblows,2022-12-17 15:14:22+00:00,"baru sadar kan lau 🤣 gausah denial lagi deh, berlindung dibawah anxiety pulak. be yourself bruh!!!"
5677,ImAlwaysRight33,2022-12-17 15:10:09+00:00,Bhai itni anxiety control krne ke liye kya karu..thande pani se naha lu?
5678,tejran_cuties24,2022-12-17 15:08:01+00:00,Idhar merko anxiety horahi hai uska bag kaha gaya🥲😭#TejRan
5679,yelenasbitchhh,2022-12-17 15:05:08+00:00,"macam mana nak tenangkan diri sial, not tonight sial nak kena anxiety attack and depression puki lah"
5680,overcdosc,2022-12-17 15:01:38+00:00,"@focaluors aku tuh gimna si yahh kadang too much, kadang anxiety, kadang no energy, kadang angry, kadang emotional energy, kadang quite energy, kadang weird energy"
5681,eqazainal,2022-12-17 14:47:23+00:00,"@RaddyUp @anthonyloke Exactly.Rang d intercom like 5 times. Ended up ""reverse pastu bayar kat sebelah""Mesti orang belakang menyumpah2 padahal ada je duit dlm ewallet. Tp sbb sistem lembab nak mampus update menyusahkan tak sudah2! And honestly RFID always give me anxiety. Lepas ke tak lepas ke tak."
5682,nrmrdyaa,2022-12-17 14:42:08+00:00,"Tested positive for anxiety, jadi gue ga bisa sndiri diam dikamar, hrus cari kesibukan"
5683,unfazedh0e,2022-12-17 14:14:19+00:00,Anxiety bgt sama kegiatan gue yg hectic dan hamil muda. Yg sehat yaa Bybu🤍✨
5684,Defnotitto,2022-12-17 14:12:52+00:00,"@jodanspace Dia lemah. Tapi karena dia takut, dia bakal agresif ke siapapun sebagai defensenya dia. Semakin kesini author nya mulai merubah sifat 3ui yang awalnya scared jadi anxiety. Yang dimana kita bisa lihat sisi baru nya 3ui yang selama ini tuh ga diperlihatkan. A bit of his real self."
5685,MatDeen5,2022-12-17 14:06:51+00:00,"Bukannya iri or tak terima hakikat ke apa. But, cuba kalau korang yg buat ujian darah pakai test kit tu, and nak dijadikan cerita double line, kau akan post ke benda tu? Mesti la tidak.
Bila nampak posting tu jadikan aku triggered &amp; anxiety teringat result sendiri before this."
5686,prodmrks,2022-12-17 14:05:45+00:00,@invisibIex kal jsidkas demi gw hampir anxiety attack gw panik bgt td smp telfon mama gw
5687,fxmario,2022-12-17 14:04:23+00:00,"Bos tolong anak buahnya diajarin cara ngadepin pihak lain buat urusan kerjaan dong. Vendor, partner, client..

Mereka gampang kena anxiety attack loh. Kalo mereka ngeghosting kan bisnis lu yang namanya jelek"
5688,69akomik,2022-12-17 13:51:22+00:00,orang2 jaman dlu pda punya social anxiety ga ya?
5689,ngahhhhh_,2022-12-17 13:31:01+00:00,"Kalau terlalu banyak fikir, jadi anxiety je nanti."
5690,suaeaj,2022-12-17 13:30:12+00:00,jae kemaren aku penyuluhan hipnosis 5 jari buat anxiety tapi gatau cara bilangnya gimane😭
5691,Kristianawullur,2022-12-17 13:24:51+00:00,"rendem thought yg aga bikin anxiety = 7 thn yg lalu umur w masi 16thn, sedangkan 7 thn yg akan datang w akan berumur 30thn 🥲"
5692,lov3liest_,2022-12-17 13:15:08+00:00,"besok pgn lancar jaya ya allah...
g pngen ngecewaiin yg udh ber ekxpetasi tinggi.rasany kyk khawatir bgt tapi yaa gmn..org gw anxiety disolder"
5693,dyAstronautDoh,2022-12-17 13:08:05+00:00,Nonton gini doank kena anxiety 😭😭😭
5694,izdhr4zmn,2022-12-17 12:55:26+00:00,"kadang rasa takut nak melalui hari hari bila ayah takda. anxiety attack, shaking, tak tentu arah kat tempat kerja tapi bila teringat ayah ayat "" Ayah ada anak perempuan yang kuat, tak semua perempuan seusia Acik boleh kuat lalui macam-macam dugaan di usia muda, besarkan anak """
5695,AmierMuzzammil,2022-12-17 12:46:22+00:00,"Dengan memikirkan pelbagai situasi saya boleh meninggal di jalanraya. Membuatkan saya rasa lebih berhati-hati &amp; peka dengan situasi persekitaran.

Keresahan(anxiety) boleh jadi pendorong untuk terus maju kehadapan jika kita kenal siapa diri kita &amp; tahu apa matlamat hidup kita."
5696,dapxq,2022-12-17 12:40:22+00:00,sustain pedal kepake juga ya kalo lagi anxiety
5697,BushraHaseeb2,2022-12-17 12:32:37+00:00,@MoonisElahi6 @ImranKhanPTI Anxiety of kpk CM
5698,nadung_nada,2022-12-17 12:31:44+00:00,tbtb kucing gua punya saparation anxiety
5699,mehek5620,2022-12-17 12:23:08+00:00,@DG_NTA @dpradhanbjp @narendramodi sunaai diya raat mein neeed nhj aa rhi anxiety ho rhi 30 days mein kya hoga syllabus bhi 1 saal ka nhi hota 2 saal lgte hai complete krne mein Orr aap 1 mahine mein bol re seriously? Mazak hai kya most toughest exam dena huh? #jeemaininapril
5700,aishiaro,2022-12-17 12:17:39+00:00,"@Askrlfess nder mau nanya kamu BPD kok gabole minum kopi, kenapaa? aku BPD juga gaada larangan gttt, apa karna anxiety kamu kali yaa"
5701,IDNTimes,2022-12-17 12:16:00+00:00,"Dewasa ini, anxiety kerap dikaitkan dengan masalah mental yang marak dialami oleh para millenial maupun Gen Z. Padahal yang dirasakan mungkin hanya lelah yang sesaat.

Yuk, simak #IDNTimesInfografis , cara yang mudah dilakukan untuk menenangkan anxiety!

https://t.co/zeVfhkBH7q https://t.co/q7VlF3uSrs"
5702,knownsarcastic,2022-12-17 12:04:38+00:00,@geet_isha Ok serious note mai agar bhai hoota to meri anxiety dekh kar aapki anxiety khatam ho jaati 😭
5703,cempeguling,2022-12-17 11:59:30+00:00,"@wecantlosetoday @JetVeetlev ora kak aku ra anxiety, aku mung nggateli"
5704,chikorita77,2022-12-17 11:58:48+00:00,"@worksfess Harus di lihat dulu kenapa pindah ga bisa mengeneralisir gitu, aku 3 perusahan cm 7-8 bulan sampe di vonis anxiety &amp; depresi trs rutin ke psikiater uda mau 3 tahun Alhamdulillah perusahaan ke 4 February 2023 nanti mau 2 tahun"
5705,kaxxsy,2022-12-17 11:52:55+00:00,"dengan kepribadian gue yang sangay toxic. beside jangankan gue mulai suatu hubungan, untuk chat kecil aja gue bisa anxiety parah. hanya sebuah text padahal..."
5706,bawajamur,2022-12-17 11:47:08+00:00,separation anxiety sama anak2 flat aku🥺🥺🥺
5707,Faiqa97_,2022-12-17 11:34:42+00:00,"Dulu waktu protege kat tm mmg best sempat wfh je, tapi anxiety n depress sbb duduk rumah kan takde orang nk sembang, now protege kt tnb ni seronok even penat banyak kerja sebab surrounding best and ada kawan sembang"
5708,KARANDENIKITA,2022-12-17 11:33:19+00:00,@Fittrwithkj Tum jaha baithe ho. Mujhe anxiety ho rahi hai dekh kar
5709,arawiwid,2022-12-17 11:33:15+00:00,Tibalah pada sesuatu menyeramkan bernama : anxiety...
5710,panggilsajacah,2022-12-17 11:05:09+00:00,Anxiety enyahlah 😭
5711,jahaan_arabegum,2022-12-17 11:04:30+00:00,@AzmidoThymidine Yar prha tha bhoola hua tha isi liye anxiety ho rhi thi😔
5712,pinkxyouniverse,2022-12-17 11:04:25+00:00,Beberapa orang notifnya bikin gue anxiety
5713,nilahdiadudu,2022-12-17 10:57:41+00:00,takkan lah aq anxiety douhh😢
5714,dhnnoveliaa,2022-12-17 10:57:08+00:00,"Wes ngerti anxiety, tapi malah golek penyakit ati. Hm dasar yg pgn dimengerti trsss"
5715,Zaynwitter,2022-12-17 10:44:28+00:00,@aymazee Thora credit iska meri anxiety ko bhi jata hai
5716,Lovishjain2004,2022-12-17 10:43:47+00:00,Kal ye Shakib bahut anxiety dega muje lg rha hai🤧
5717,babyyhere,2022-12-17 10:39:32+00:00,Konon terpaling anxiety. Tp belakang aku kutuk aku gak 😏
5718,seimeistellata,2022-12-17 10:35:23+00:00,Gampang banget nge-trigger anxiety ini. Cukup si ibu itu nongol di notif 😭
5719,ahmadsyauqiPO,2022-12-17 10:31:43+00:00,"@kherolnuar Tu lah takut.. Tak sure lah dia sebab lama tak lari tiba2 push ke, rokok ke, keturunan aku ada history tu yang buat anxiety bila dengar macam ni.."
5720,amer__aljeffrey,2022-12-17 10:23:39+00:00,Certified psychiatrist ke ni boleh berubat orang anxiety? 🤔 https://t.co/4yeJ9YxMfG
5721,cowgoesmoow,2022-12-17 10:11:29+00:00,"biasanya yg gue rasain tuh excitement, skrg cuma anxiety"
5722,uribuan,2022-12-17 10:05:53+00:00,"sering. idk, mungkin karna anxiety"
5723,vzvhrivziz,2022-12-17 10:03:52+00:00,Kerja ini bila untuk penuhi keperluan hidup aku rasa itulah ibadah tapi kalau sampai anxiety  kena maki kena berdendam dah macam bebanan
5724,addahparkinseo,2022-12-17 09:59:54+00:00,Bila tgk aot ni bila bnd happy jadi pun kau still akn suspicious bnd buruk akn jd 😭 anxiety nya aku
5725,spacebi_,2022-12-17 09:59:18+00:00,"Bongok td an aku pgi jnt tau, nak pos rol punye pc lpastu aku punye tahap anxiety tu die tanya nama penerima aku hampir nak kata “berakrol” 😭😭😭😭 NASIB BAIK CEPAT RECOVER"
5726,Daisy_Miiiiy,2022-12-17 09:58:36+00:00,"this year. my worst bday ever ! ak kena anxiety attack on that day🥲 masa tgh drive tetiba menggigil. nangis without any reason. rasa mcm nk mati rasa kecewa. I told my bff, yg aku nk penat. aku nak letih. and yep sekarang termakbul laa permintaan aku tu. nk berak pun tak sempat"
5727,CarolMbega,2022-12-17 09:55:05+00:00,"Shida ya men ni Ego, kuwa honest kwa mwanamke kuwa hana pesa wao wanaona ni udhaifu, so pale ambapo hawana hawasemi, atakupa hata ahadi ili tu usione hana, after that anaanza hapokei simu au hajibu text, anapata depression, anxiety, ghafla anakuwa mkali then mnaachana..😂😂😂 https://t.co/rOzZoiYD1T"
5728,mucinmr,2022-12-17 09:54:56+00:00,"Mumpung cuaca cerah JJS dulu, ndekem ning omah mung marake anxiety ro depresi 😀 https://t.co/gFmcQhe6Hn"
5729,rohannbansode,2022-12-17 09:51:11+00:00,"@Ft_Nishant_ Anxiety horeli

SABKA FAVOURITE STAN"
5730,arsyad_jemali,2022-12-17 09:50:50+00:00,@Oh_Fariz direct je faiz rejection tu biasa sekurang hilang lah sikit anxiety dia
5731,iAiaaann,2022-12-17 09:45:11+00:00,@433 @Byn4waf Anxiety se maar jayenga apun tab tak
5732,genosiadict,2022-12-17 09:38:12+00:00,@MANJ1ROSANO emotional sm anxiety energy krna ava kobeni
5733,xavierlazenith,2022-12-17 09:38:05+00:00,"gamau lama lama depan kasir, anxiety anjir hahaha takut di gebuk kalo kelamaan mikir"
5734,yakultplussoju,2022-12-17 09:34:07+00:00,Anxiety naik terus abis ngopi
5735,HaniQurani,2022-12-17 09:31:43+00:00,"Buku ni bagus. Menerangkan tentang stress, anxiety &amp; depression dalam bahasa yang mudah.

Mulanya saya baca beberapa bab di e-library. It's so good, sampai saya buat keputusan untuk dapatkan buku fizikal. Boleh la lipat, conteng, tulis, lukis, highlight, letak sticker etc. https://t.co/0hntDsYzQ8"
5736,fromisdream_,2022-12-17 09:27:52+00:00,"@jinskive @smallicecubes_ Jiheon keliatan kek anxiety gitu kasiann, cape bgt jd peunaa :"")"
5737,bestmaIe,2022-12-17 09:20:21+00:00,"Ini gue selesai kkn stress karena aslam kambuh, mental psikis gue sampe ikutan kena. Gak tau bb turun apa kaga. Tapi 75% udah better walau anxiety masih sering datang dan pergi."
5738,HaniQurani,2022-12-17 09:18:04+00:00,"Situasi 'so many books so little time' ni rupanya memang real ya kawan-kawan.

Rasa nak anxiety tengok timbunan buku yang memanggil-manggil minta dibaca."
5739,shubhambhauka,2022-12-17 09:14:28+00:00,"@saketsomani11 Nah, bro. Pre result anxiety sb barbaad kar deti hai."
5740,chikitarav,2022-12-17 08:59:13+00:00,@Rumiimur_ @maspit9710 Semoga kelak kamu ga punya anak atau sodara yg menginap anxiety disorder ya ka. Bukanya mau doain. Karna km gatau rasanya jadi saya
5741,lesyeuxdeanne__,2022-12-17 08:57:08+00:00,"@gxgprd Daripada ngeluh di twitter, mending lu omongin baik2 ke pacar lu. Itu semua kebohongan white lie yg kaga ngasih efek jelek kehidupan lu. Coba pahamin dulu kenapa dia harus bohong, barangkali krn pengaruh anxiety atau insecurity. Whatever is it, its about her, not you"
5742,amijourgoke,2022-12-17 08:54:32+00:00,alhamdulillah alhamdulillah alhamdulillah bisa survive dari anxiety disorder selama seminggu ini
5743,hurufsanji,2022-12-17 08:53:10+00:00,Libur 3 hari tapi 2 harinya anxiety😌
5744,Suee_HaDaaaa,2022-12-17 08:38:51+00:00,@aemieruls_ Barangkali dia anxiety😳
5745,fromisdream_,2022-12-17 08:37:50+00:00,"Walaupun banyak pahitnya, dari jiheon hiatus anxiety, seoyeon hiatus cedera, saerom hiatus sakit, sampe gyuri out, buat fans-fansnya yg masih bertahan, tolong pertahanin apresiasi besar kalian ke mereka bersembilan.. 

Mereka patut banget dapet halhal baik di dunia ini💞"
5746,bunnyisnothere,2022-12-17 08:23:13+00:00,gamau selfdiagnosed si.. tapi anxiety aku kambuh sumpah
5747,stubborn_asf_,2022-12-17 08:20:48+00:00,@jahaan_arabegum Anxiety hai bro mere saath bhi hota hai bohot tu ziada tension le rahi hai is ki wajah se breathing effect hoti issi lie bolrahi lambe lambe sans le calmn down ho thora sa brain relax kar
5748,entergodmods,2022-12-17 08:08:42+00:00,"Bangsat pre roll ini mah, bukan ngilangin ANXIETY malah bikin jadi PTSD. 

Sekian."
5749,dheknock,2022-12-17 07:45:05+00:00,"Kaget jg lama gak cek gula darah, apa anxiety mo liburan 😂"
5750,jethava_shubham,2022-12-17 07:43:43+00:00,"Anxiety hone lagi merko
Har ek din har ek scene
Har ek min har ek meme
Merko yaad aara
Mera baap jaane ka 4-12

SABKA FAVOURITE STAN
@TwitterIndia"
5751,_atenn,2022-12-17 07:34:19+00:00,"Musim² tragedi gini, tengok video² camping pon boleh jadi anxiety. Ni tengok aquaria mau claustrophobic."
5752,chikitarav,2022-12-17 07:28:32+00:00,Yang gak tau Anxiety Disorder dan salah satu yg menyerang diriku sekarang. Aku ga self diagnosis ya. Sudah ke psikolog btw :) https://t.co/C7tCkafAVk
5753,chikitarav,2022-12-17 07:26:47+00:00,"@AkunNgidolGoji @maspit9710 Ya susah sih sama org yg ga bisa berempati, melihat sisi memang ini anak rindu. Ga mudah lho anak punya anxiety disorder untuk berinteraksi lagi. Dengan cerita di tiktok membuat aku lebih feels better. Bkn mau caper"
5754,chikitarav,2022-12-17 07:23:29+00:00,"@maspit9710 1. Aku punya anxiety disorder. Kalau gatau google
2. Aku hanya mengungkapkan rasa rindu
3. Kalau mau caper or pansos, ga ke temen satu perjuangan sendiri. Gue kalau pansos sekalian ke Anya Geraldine, Jerompe Polin"
5755,hoonierang012,2022-12-17 07:23:09+00:00,"Seenggaknya socmed jadi tempat w bisa jadi orang lain yg don't give a fvck sama apa yg org pikirin ttg w. Cukup w struggling in depression &amp; anxiety di real life, di socmed gausah. #selfreminder"
5756,alxmxlx,2022-12-17 07:16:01+00:00,@JetVeetlev anxiety buat cobainnya kak
5757,unappreciattedd,2022-12-17 07:13:25+00:00,"Ya Allah udah Dapet hari pertama, anxiety, takut, campur aduk banget gue. Pengen nangis demi Allah."
5758,AnushkaMane14,2022-12-17 07:08:59+00:00,"Itni anxiety n muze mere first interview ke result ke din bhi nhi hui thi bhai...... Yaar teju tum hi batado ki tu dehradun ja rahi hoo ya Delhi nhi to muze anxiety attack aa jayega🥺🤦🏻‍♀️

#tejran"
5759,discomolvee,2022-12-17 07:01:12+00:00,ARAYYY BHAI ANXIETY RUK JAAA
5760,artemisionne,2022-12-17 06:46:07+00:00,ternyata matahari jogja juga lagi jahat banget gini………… sangat climate anxiety inducing
5761,Dien0saurs,2022-12-17 06:22:36+00:00,Gmn caranya ngilangin anxiety pas naik kreta
5762,_nftnjwa,2022-12-17 06:11:55+00:00,"Sampai bila lah nak macam nih ye desrself? Penat tahu tak, tiba-tiba kena anxiety attack everytime jumpa dia or selisih 😭"
5763,softmoonbow,2022-12-17 06:04:15+00:00,@stiilgar Or meri anxiety meko mar daligi 💀
5764,dsymimii,2022-12-17 06:03:28+00:00,WHY KLAU AK SOLAT SELAIN DI RUMAH MY KAKI BGEGAR LIKEE HELLO SMUA TMPT SMA JA K ENGKAU DAH KENAPE NAK BEGEGARR ANXIETY BAGAI
5765,m4gom3d,2022-12-17 05:58:48+00:00,Bc jaldi se final jeet ke khatam karo warna ye anxiety mujhe kha jaegi
5766,tfkrish,2022-12-17 05:58:09+00:00,@prishakhannax Subah subah tum logo ke tweets dekhkar mujhe anxiety aane lagti hai
5767,HaurabelleD,2022-12-17 05:53:38+00:00,"Makcik i kata sapa kena anxiety attack tu, tanda ade org tgh anta sihir 
ayokkkkk 😭😂😂😂"
5768,raaanyon,2022-12-17 05:33:39+00:00,Si cantik ini gemesin banget siiih 🥹 masih ada sisa2 anxiety nya kah tapi?
5769,hannaahan,2022-12-17 05:30:34+00:00,"Denger kata “night dive” itu aja udah anxiety banget.
Udahlah laut, ketemu malam pula kasian mata rabunku ini 🙃"
5770,privmonochrome,2022-12-17 05:10:54+00:00,"dok tolong sembuhkan penyakit trust issues, anxiety, dan overthinking yang saya idap dok"
5771,aemourie,2022-12-17 05:08:52+00:00,"living without sosmed is peaceful asfff, gue gabuka ig lebih dr sebulan dan gabuka wa 2 hari ini anxiety gue ilang haha"
5772,ShettigarKamala,2022-12-17 05:05:49+00:00,"@rakheeharlalka #Anupamaa 
Sahi mein inke liye ab tak toh anxiety hee dawai ban jaani chahiye thi. Anxiety nahi toh Shah's nahi."
5773,rakheeharlalka,2022-12-17 05:01:42+00:00,@ShettigarKamala And anxiety ki dawa ka bhi ek time hota hai. And jis hisaab se inke ghar mein drama hota hai inki anxiety ka koi ilaz nahi hai.
5774,ShettigarKamala,2022-12-17 04:58:01+00:00,"@rakheeharlalka #Anupamaa
Same question mere.mind mein kitne din se chal raha hai. Yeh koi anxiety ki dawai hai joh inke tab hee dena yaad aata hai jab Bapuji panic hote hai. Yeh serial din ban din kitna logicless aur comedy banta jaa raha hai"
5775,houseof_anxiety,2022-12-17 04:57:04+00:00,@utdfocusid sama rooney juga
5776,houseof_anxiety,2022-12-17 04:56:37+00:00,@utdfocusid vidic sama rvp
5777,literarybase,2022-12-17 04:40:31+00:00,"/lt haloo bisa rekomendasiin aku novel bahasa inggris dengan issue anxiety ga, buat referensi skripsi aku 🥹 makasih yg udah jawab ☺️🙏🏻"
5778,katyaalisam,2022-12-17 04:35:01+00:00,"@collegemenfess Ngerasa berat banget. Lagi capek fisik, mental, pikiran semuanya jd satu. Udah di pertengahan masih blm bisa ngikutin matkulnya &amp; gatau apa2. Ditambah sama anxiety, insecure temen2 yg seangkatan udh pd lulus terus ada yg lg S2 juga tuh kayak kerasa bgt bedanya :("
